Start Date (in UTC),Account Name,Currency,Campaign Group ID,Campaign Group Name,Campaign Group Status,Campaign Group Start Date,Campaign Group End Date,Campaign ID,Campaign Name,Campaign Objective,Campaign Type,Campaign Status,Cost Type,Campaign Start Date,Campaign End Date,Creative Name,Ad ID,Creative Status,Ad Introduction Text,Ad Headline,Ad Line,Click URL,Sponsored Update Type,DSC Name,Video Length (in Seconds),Carousel Card,Impressions,Clicks,Click Through Rate,Average CPM,Average CPC,Card Impressions,Card Clicks,Card Click Through Rate,Reactions,Comments,Shares,Follows,Other Clicks,Total Social Actions,Total Engagements,Engagement Rate,Viral Impressions,Viral Clicks,Viral Reactions,Viral Comments,Viral Shares,Viral Follows,Viral Other Clicks,Conversions,Post-Click Conversions,View-Through Conversions,Conversion Rate,Cost per Conversion,Total Conversion Value,Return on Ad Spend,Viral Conversions,Viral Post-Click Conversions,Viral View-Through Conversions,Leads,Lead Forms Opened,Lead Form Completion Rate,Cost per Lead,Video Plays,Video Views,Video View Rate,Video Views at 25%,Video Views at 50%,Video Views at 75%,Video Completions,Video Completion Rate,Total Video Watch Time (in Seconds),Average Video Watch Time (in Seconds),Full Screen Plays,eCPV,Viral Video Plays,Viral Video Views,Viral Video Views at 25%,Viral Video Views at 50%,Viral Video Views at 75%,Viral Video Completions,Viral Video Completion Rate,Viral Video Full Screen Plays,Event Registrations,Click Event Registrations,View Event Registrations,Viral Event Registrations,Viral Click Event Registrations,Viral View Event Registrations,Clicks to Landing Page,Clicks to LinkedIn Page,Leads (Work Email),Lead Form Completion Rate (Work Email),Cost Per Lead (Work Email),Member Follows,Clicks to Member Profile,Qualified Leads,Cost Per Qualified Lead,Average Dwell Time (in Seconds),Subscriptions,Viral Subscriptions
6/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,354694744,Video - Anthem,Brand awareness,Sponsored Update,Completed,CPM,2/6/25,6/30/25,Anthem 16x9,575922504,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 16x9,30,,30169,70,0.23%,17.34,7.47,,,,4,0,0,0,65,69,82,0.27%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,37335,7790,25.82%,1591,648,440,336,1.11%,0,0,2,0.07,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,7,4,0,0%,0,0,0,0,0,4.140584245,0,0
2/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,354694744,Video - Anthem,Brand awareness,Sponsored Update,Completed,CPM,2/6/25,6/30/25,Anthem 9x16,575940844,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,532160,166,0.03%,2.17,6.96,,,,1,0,0,0,51,52,171,0.03%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,588037,289513,54.40%,343512,294425,255849,218053,40.98%,0,0,26,0,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,112,3,0,0%,0,0,0,0,0,17.67438039,0,0
3/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,354694744,Video - Anthem,Brand awareness,Sponsored Update,Completed,CPM,2/6/25,6/30/25,Anthem 9x16,575940844,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,88860,239,0.27%,15.24,5.67,,,,7,0,0,0,181,188,256,0.29%,5,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,99759,17483,19.68%,7597,5372,4528,3767,4.24%,0,0,39,0.08,5,3,0,0,0,0,0%,0,0,0,0,0,0,0,18,12,0,0%,0,0,0,0,0,2.376928516,0,0
4/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,354694744,Video - Anthem,Brand awareness,Sponsored Update,Completed,CPM,2/6/25,6/30/25,Anthem 9x16,575940844,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,137074,486,0.36%,16.14,4.55,,,,31,0,0,0,380,411,537,0.39%,2,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,159000,24302,17.73%,4335,1647,1026,808,0.59%,0,0,74,0.09,2,0,0,0,0,0,0%,0,0,0,0,0,0,0,32,20,0,0%,0,0,0,0,0,2.645988481,0,0
5/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,354694744,Video - Anthem,Brand awareness,Sponsored Update,Completed,CPM,2/6/25,6/30/25,Anthem 9x16,575940844,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,209345,802,0.38%,14.45,3.77,,,,44,0,1,0,691,736,907,0.43%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,256880,39399,18.82%,7089,2826,1878,1480,0.71%,0,0,102,0.08,1,1,1,0,0,0,0%,0,0,0,0,0,0,0,33,36,0,0%,0,0,0,0,0,2.885946285,0,0
6/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,354694744,Video - Anthem,Brand awareness,Sponsored Update,Completed,CPM,2/6/25,6/30/25,Anthem 9x16,575940844,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,44549,134,0.30%,17.68,5.88,,,,3,0,0,0,108,111,148,0.33%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,53702,7842,17.60%,1390,586,370,283,0.64%,0,0,19,0.1,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,8,10,0,0%,0,0,0,0,0,2.693586264,0,0
8/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,354694744,Video - Anthem,Brand awareness,Sponsored Update,Completed,CPM,2/6/25,6/30/25,Anthem 9x16,575940844,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,0,0,0%,0,0,,,,0,0,0,0,0,0,0,0%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0
9/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,354694744,Video - Anthem,Brand awareness,Sponsored Update,Completed,CPM,2/6/25,6/30/25,Anthem 9x16,575940844,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,0,0,0%,0,0,,,,0,0,0,0,0,0,0,0%,2,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0%,0,0,0,0,2,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0
2/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 16x9,582026724,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 16x9,30,,172452,58,0.03%,2.06,6.12,,,,2,0,0,0,14,16,60,0.04%,2,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,177294,97912,56.78%,100634,85450,73165,60499,35.08%,0,0,30,0,2,2,0,0,0,0,0%,0,0,0,0,0,0,0,40,3,0,0%,0,0,0,0,0,15.51203613,0,0
3/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 16x9,582026724,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 16x9,30,,34482,70,0.20%,14,6.9,,,,4,0,0,0,45,49,77,0.22%,6,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,38471,7931,23%,2363,1395,1074,819,2.38%,0,0,17,0.06,6,1,0,0,0,0,0%,0,0,0,0,0,0,0,3,10,0,0%,0,0,0,0,0,2.671105767,0,0
4/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 16x9,582026724,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 16x9,30,,12350,26,0.21%,16.01,7.6,,,,4,0,0,0,17,21,27,0.22%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,13739,2552,20.66%,483,162,95,66,0.53%,0,0,4,0.08,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,2,0,0%,0,0,0,0,0,2.849508392,0,0
5/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 16x9,582026724,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 16x9,30,,21640,56,0.26%,15.88,6.13,,,,6,0,0,0,33,39,59,0.27%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,22975,4147,19.16%,693,216,118,86,0.40%,0,0,6,0.08,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,6,8,0,0%,0,0,0,0,0,2.398669397,0,0
6/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 16x9,582026724,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 16x9,30,,2208,11,0.50%,15.62,3.14,,,,0,0,0,0,8,8,11,0.50%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,2416,489,22.15%,77,27,20,20,0.91%,0,0,1,0.07,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,2,0,0,0%,0,0,0,0,0,3.204235695,0,0
2/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 9x16,582057444,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,183775,56,0.03%,2.38,7.8,,,,0,0,0,0,12,12,60,0.03%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,190464,103311,56.22%,112266,96194,81096,65097,35.42%,0,0,8,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,44,1,0,0%,0,0,0,0,0,16.30995894,0,0
3/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 9x16,582057444,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,35824,104,0.29%,13.96,4.81,,,,6,0,0,0,82,88,117,0.33%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,40496,6357,17.75%,1897,1227,972,774,2.16%,0,0,16,0.08,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,8,5,0,0%,0,0,0,0,0,2.239908746,0,0
4/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 9x16,582057444,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,69750,287,0.41%,16.62,4.04,,,,13,0,0,0,248,261,315,0.45%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,82224,12560,18.01%,2283,889,582,463,0.66%,0,0,32,0.09,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,8,14,0,0%,0,0,0,0,0,2.77088062,0,0
5/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 9x16,582057444,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,90143,344,0.38%,14.77,3.87,,,,20,0,0,0,298,318,387,0.43%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,110339,16675,18.50%,3087,1262,816,635,0.70%,0,0,36,0.08,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,11,22,0,0%,0,0,0,0,0,2.888441489,0,0
6/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 9x16,582057444,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,3027,9,0.30%,15.76,5.3,,,,1,0,0,0,10,11,11,0.36%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,3524,535,17.67%,93,26,14,13,0.43%,0,0,0,0.09,1,1,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,2.379817489,0,0
7/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 9x16,582057444,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,0,0,0%,0,0,,,,0,0,0,0,0,0,0,0%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0
1/1/26,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359188664,Video - Anthem (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Anthem 9x16,582057444,Active,"Home to world-class faculty, cutting-edge research, and bold global thinkers, Carnegie Mellon University shapes the future. Discover where What If becomes What’s Next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Anthem 9x16,30,,0,0,0%,0,0,,,,0,0,0,0,0,0,0,0%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,0,0,0%,0,0,0,0,0%,0,0,0,0,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0
2/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359178754,Video - Expert (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Melanie Gainey,582057584,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Melanie Gainey,30,,307645,113,0.04%,2.74,7.47,,,,4,0,0,0,32,36,115,0.04%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,317131,177181,57.59%,189755,163082,139769,115103,37.41%,0,0,23,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,69,6,0,0%,0,0,0,0,0,16.38899388,0,0
3/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359178754,Video - Expert (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Melanie Gainey,582057584,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Melanie Gainey,30,,64680,177,0.27%,14.87,5.43,,,,12,0,0,0,127,139,185,0.29%,2,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,71646,14909,23.05%,2620,858,493,369,0.57%,0,0,14,0.06,2,1,0,0,0,0,0%,0,0,0,0,0,0,0,16,16,0,0%,0,0,0,0,0,2.661467586,0,0
4/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359178754,Video - Expert (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Melanie Gainey,582057584,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Melanie Gainey,30,,106572,334,0.31%,16.7,5.33,,,,23,1,1,0,234,259,354,0.33%,1,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,117812,25671,24.09%,4659,1592,953,714,0.67%,0,0,31,0.07,1,0,0,0,0,0,0%,0,0,0,0,0,0,0,33,31,0,0%,0,0,0,0,0,3.161870792,0,0
5/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359178754,Video - Expert (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Melanie Gainey,582057584,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Melanie Gainey,30,,137864,398,0.29%,16.07,5.57,,,,26,1,0,0,292,319,422,0.31%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,151838,31291,22.70%,5433,1793,1021,751,0.55%,0,0,43,0.07,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,33,27,0,0%,0,0,0,0,0,2.905065987,0,0
6/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359178754,Video - Expert (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Melanie Gainey,582057584,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Melanie Gainey,30,,6355,20,0.32%,14.97,4.76,,,,1,0,0,0,17,18,22,0.35%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,6921,1471,23.15%,234,67,37,25,0.39%,0,0,0,0.06,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,1,3,0,0%,0,0,0,0,0,2.742910081,0,0
2/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359178754,Video - Expert (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Ramayya Krishnan,582057594,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,109204,34,0.03%,3.36,10.78,,,,1,0,0,0,15,16,37,0.03%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,113954,61664,56.47%,61800,52474,44212,35964,32.93%,0,0,20,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,19,1,0,0%,0,0,0,0,0,11.14507028,0,0
3/1/25,Carnegie Mellon University,USD,730335114,UCM - LinkedIn - Video - 2.6.2025 - 6.30.2025,Paused,2/6/25,6/30/25,359178754,Video - Expert (Audit Audience),Brand awareness,Sponsored Update,Completed,CPM,2/13/25,6/30/25,Ramayya Krishnan,582057594,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,44431,91,0.21%,14.33,7,,,,6,0,0,0,60,66,99,0.22%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,49444,10024,22.56%,1726,606,345,261,0.59%,0,0,12,0.06,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,13,8,0,0%,0,0,0,0,0,2.644080574,0,0
